size, log2, FFTPack      , FFTW(estim)  , FFTW (auto)  , Green        , Kiss         , PFFFT-U(simd), PFFFT (simd) , 
96, 6.585, 2.166667, 1.925926, 1.238095, 3.250000, 3.466667, 0.896552, 1.000000, 
160, 7.322, 2.266667, 1.096774, 1.114754, 5.230769, 6.181818, 0.871795, 1.000000, 
192, 7.585, 2.500000, 1.442308, 1.293103, 4.687500, 5.769231, 0.986842, 1.000000, 
384, 8.585, 2.733333, 1.518519, 1.188406, 4.555556, 5.125000, 0.953488, 1.000000, 
480, 8.907, 2.607143, 1.258621, 1.123077, 3.173913, 3.650000, 0.839080, 1.000000, 
640, 9.322, 3.000000, 1.432836, 1.333333, 6.000000, 8.000000, 0.960000, 1.000000, 
768, 9.585, 2.878788, 1.439394, 1.172840, 4.750000, 5.937500, 0.922330, 1.000000, 
800, 9.644, 2.870968, 1.219178, 1.085366, 5.235294, 6.846154, 1.034884, 1.000000, 
2400, 11.229, 3.680000, 1.586207, 1.586207, 7.666667, 9.200000, 1.179487, 1.000000, 
9216, 13.170, 2.781250, 1.171053, 1.171053, 5.235294, 6.846154, 0.872549, 1.000000, 
