size, log2, FFTPack      , FFTW(estim)  , FFTW (auto)  , Green        , Kiss         , PFFFT-U(simd), PFFFT (simd) , 
96, 6.585, 100308.000000, 516972.000000, 532404.000000, 57870.000000, 50154.000000, 254628.000000, 204474.000000, 
160, 7.322, 61504.000000, 295616.000000, 295616.000000, 27776.000000, 25792.000000, 154752.000000, 134912.000000, 
192, 7.585, 47937.000000, 249603.000000, 233073.000000, 24795.000000, 26448.000000, 132240.000000, 119016.000000, 
384, 8.585, 23859.000000, 105558.000000, 123633.000000, 10122.000000, 10845.000000, 66516.000000, 55671.000000, 
480, 8.907, 16762.000000, 38148.000000, 50864.000000, 13872.000000, 10404.000000, 39304.000000, 41038.000000, 
640, 9.322, 13090.000000, 68530.000000, 68915.000000, 5775.000000, 5390.000000, 34265.000000, 29645.000000, 
768, 9.585, 9951.000000, 31779.000000, 49113.000000, 5778.000000, 5457.000000, 30174.000000, 25680.000000, 
800, 9.644, 8932.000000, 27412.000000, 30800.000000, 5544.000000, 2464.000000, 14168.000000, 17556.000000, 
2400, 11.229, 1680.000000, 7056.000000, 7056.000000, 1008.000000, 840.000000, 5208.000000, 5628.000000, 
9216, 13.170, 630.000000, 1458.000000, 1458.000000, 252.000000, 270.000000, 1674.000000, 1656.000000, 
