size, log2, FFTPack      , FFTW(estim)  , FFTW (auto)  , Green        , Kiss         , PFFFT-U(simd), PFFFT (simd) , 
96, 6.585, 169272.000000, 190431.000000, 296226.000000, 112848.000000, 105795.000000, 409074.000000, 366756.000000, 
160, 7.322, 108810.000000, 224874.000000, 221247.000000, 47151.000000, 39897.000000, 282906.000000, 246636.000000, 
192, 7.585, 90660.000000, 157144.000000, 175276.000000, 48352.000000, 39286.000000, 229672.000000, 226650.000000, 
384, 8.585, 39660.000000, 71388.000000, 91218.000000, 23796.000000, 21152.000000, 113692.000000, 108404.000000, 
480, 8.907, 29596.000000, 61306.000000, 68705.000000, 24311.000000, 21140.000000, 91959.000000, 77161.000000, 
640, 9.322, 22560.000000, 47235.000000, 50760.000000, 11280.000000, 8460.000000, 70500.000000, 67680.000000, 
768, 9.585, 19371.000000, 38742.000000, 47547.000000, 11740.000000, 9392.000000, 60461.000000, 55765.000000, 
800, 9.644, 17484.000000, 41172.000000, 46248.000000, 9588.000000, 7332.000000, 48504.000000, 50196.000000, 
2400, 11.229, 3825.000000, 8874.000000, 8874.000000, 1836.000000, 1530.000000, 11934.000000, 14076.000000, 
9216, 13.170, 1056.000000, 2508.000000, 2508.000000, 561.000000, 429.000000, 3366.000000, 2937.000000, 
