size, log2, FFTPack      , FFTW(estim)  , FFTW (auto)  , Green        , Kiss         , PFFFT-U(simd), PFFFT (simd) , 
96, 6.585, 4198.934527, 18704.344710, 14632.650624, 2290.327924, 1654.125723, 11324.399178, 9161.311695, 
160, 7.322, 4364.534561, 20246.590882, 24974.836657, 1939.793138, 1576.081925, 11759.995901, 10062.676905, 
192, 7.585, 4271.726608, 21609.911078, 19348.408756, 2387.141340, 2261.502322, 13192.096879, 10428.038485, 
384, 8.585, 4846.514346, 22368.527753, 26842.233304, 2733.931170, 1864.043979, 12924.038257, 11059.994278, 
480, 8.907, 4381.745541, 9536.740295, 14820.609918, 3608.496328, 2448.622508, 12629.737148, 10825.488984, 
640, 9.322, 4795.736755, 24578.150870, 23259.323262, 1918.294702, 2158.081540, 13308.169495, 11509.768212, 
768, 9.585, 4196.737644, 13947.980995, 25550.726247, 2345.235742, 1974.935362, 14071.414455, 12219.912553, 
800, 9.644, 4337.729363, 14624.344711, 15491.890583, 2354.767369, 2478.702493, 13508.928589, 10286.615347, 
2400, 11.229, 4222.179557, 11141.862719, 0.000000, 1524.675951, 1759.241482, 11376.428249, 10790.014422, 
9216, 13.170, 4311.205503, 10253.677954, 0.000000, 1631.266947, 1747.786015, 9671.082616, 10137.158886, 
