size, log2, FFTPack      , FFTW(estim)  , FFTW (auto)  , Green        , Kiss         , PFFFT-U(simd), PFFFT (simd) , 
96, 6.585, 2.181818, 0.489796, 0.626087, 4.000000, 5.538462, 0.808989, 1.000000, 
160, 7.322, 2.305556, 0.497006, 0.402913, 5.187500, 6.384615, 0.855670, 1.000000, 
192, 7.585, 2.441176, 0.482558, 0.538961, 4.368421, 4.611111, 0.790476, 1.000000, 
384, 8.585, 2.282051, 0.494444, 0.412037, 4.045455, 5.933333, 0.855769, 1.000000, 
480, 8.907, 2.470588, 1.135135, 0.730435, 3.000000, 4.421053, 0.857143, 1.000000, 
640, 9.322, 2.400000, 0.468293, 0.494845, 6.000000, 5.333333, 0.864865, 1.000000, 
768, 9.585, 2.911765, 0.876106, 0.478261, 5.210526, 6.187500, 0.868421, 1.000000, 
800, 9.644, 2.371429, 0.703390, 0.664000, 4.368421, 4.150000, 0.761468, 1.000000, 
2400, 11.229, 2.555556, 0.968421, 0.968421, 7.076923, 6.133333, 0.948454, 1.000000, 
9216, 13.170, 2.351351, 0.988636, 0.988636, 6.214286, 5.800000, 1.048193, 1.000000, 
