size, log2, FFTPack      , FFTW(estim)  , FFTW (auto)  , Green        , Kiss         , PFFFT-U(simd), PFFFT (simd) , 
16, 4.000, 0.823529, 0.341463, 0.341463, 0.400000, 0.933333, 1.000000, 1.000000, 
32, 5.000, 1.761905, 1.480000, 1.156250, 2.312500, 1.681818, 1.027778, 1.000000, 
64, 6.000, 1.875000, 2.142857, 1.428571, 2.608696, 3.157895, 1.000000, 1.000000, 
128, 7.000, 2.212121, 1.431373, 1.042857, 2.703704, 3.041667, 0.879518, 1.000000, 
256, 8.000, 2.525000, 1.463768, 1.422535, 4.208333, 4.809524, 0.952830, 1.000000, 
512, 9.000, 2.717949, 1.413333, 1.191011, 3.785714, 4.608696, 0.876033, 1.000000, 
1024, 10.000, 3.342105, 1.739726, 1.186916, 4.884615, 5.521739, 0.814103, 1.000000, 
2048, 11.000, 3.444444, 1.569620, 1.569620, 4.133333, 5.166667, 0.885714, 1.000000, 
4096, 12.000, 3.000000, 1.462500, 1.462500, 4.034483, 4.875000, 0.943548, 1.000000, 
8192, 13.000, 2.594595, 1.391304, 1.391304, 3.310345, 3.200000, 0.914286, 1.000000, 
16384, 14.000, 3.096774, 1.200000, 1.200000, 3.555556, 4.000000, 0.923077, 1.000000, 
32768, 15.000, 2.621622, 1.259740, 1.259740, 3.233333, 3.344828, 0.932692, 1.000000, 
65536, 16.000, 1.871795, 0.973333, 0.973333, 2.212121, 2.807692, 0.776596, 1.000000, 
131072, 17.000, 2.076923, 1.333333, 1.333333, 2.634146, 2.842105, 0.923077, 1.000000, 
262144, 18.000, 2.153846, 1.272727, 1.272727, 3.294118, 4.307692, 1.120000, 1.000000, 
524288, 19.000, 2.400000, 1.090909, 1.090909, 3.000000, 4.800000, 0.923077, 1.000000, 
1048576, 20.000, 1.800000, 1.000000, 1.000000, 2.250000, 5.400000, 0.900000, 1.000000, 
