size, log2, FFTPack      , FFTW(estim)  , FFTW (auto)  , Green        , Kiss         , PFFFT-U(simd), PFFFT (simd) , 
96, 6.585, 3062.307205, 3479.894551, 8073.355359, 2087.936731, 1809.545167, 7794.963794, 7934.159577, 
160, 7.322, 3979.005174, 7825.376842, 7560.109830, 1856.869081, 1458.968564, 9682.245923, 9019.078394, 
192, 7.585, 3985.450463, 7283.754295, 8245.759579, 2198.869221, 1786.581242, 11544.063411, 10169.770148, 
384, 8.585, 4218.625848, 7484.658763, 8028.997582, 2313.439981, 2177.355276, 12519.792840, 11431.115201, 
480, 8.907, 4235.632632, 8612.453019, 10024.330563, 3106.130597, 2823.755088, 13836.399933, 12283.334634, 
640, 9.322, 4465.838940, 8537.633268, 10901.900942, 2101.571266, 1576.178449, 12740.775800, 12740.775800, 
768, 9.585, 4184.252962, 8638.457729, 11742.903475, 2564.542138, 1889.662628, 14712.373319, 13632.566103, 
800, 9.644, 4345.135845, 9912.341146, 10455.483127, 2444.138913, 1900.996932, 15072.189962, 12492.265554, 
2400, 11.229, 3751.323748, 7761.359479, 0.000000, 2069.695861, 1164.203922, 10995.259262, 13582.379088, 
9216, 13.170, 4101.471182, 7818.429440, 0.000000, 1666.222668, 1666.222668, 12817.097443, 12432.584519, 
